city_id,city,country,date,latitude,longitude,max_temp,humidity,cloudiness,wind_speed,weather_description
269,Harper,LR,2020-10-10 18:41:35,4.38,-7.72,76.82,90,25,9.95,moderate rain
270,Ust'-Ordynskiy,RU,2020-10-10 18:41:36,52.8,104.75,17.6,92,46,6.71,scattered clouds
271,Provideniya,RU,2020-10-10 18:41:36,64.38,-173.3,35.69,84,100,14.29,overcast clouds
272,Vardø,NO,2020-10-10 18:41:36,70.37,31.11,47.01,85,100,6.96,overcast clouds
273,Belle Fourche,US,2020-10-10 18:41:36,44.67,-103.85,80.01,25,1,4.7,clear sky
274,Atambua,ID,2020-10-10 18:41:36,-9.11,124.89,72.64,74,33,3.24,scattered clouds
275,Algodones,MX,2020-10-10 18:41:37,20.39,-105.48,89.01,70,40,8.05,scattered clouds
276,Arraial do Cabo,BR,2020-10-10 18:41:33,-22.97,-42.03,77.0,73,75,11.41,broken clouds
277,Khalkhāl,IR,2020-10-10 18:41:37,37.62,48.53,44.24,81,7,1.19,clear sky
278,Novonukutskiy,RU,2020-10-10 18:41:37,53.7,102.71,29.25,85,100,4.74,overcast clouds
279,Lima,PE,2020-10-10 18:38:32,-12.04,-77.03,70.0,64,1,13.87,clear sky
280,Guane,CU,2020-10-10 18:41:38,22.2,-84.09,87.28,68,0,10.36,clear sky
281,Khāsh,IR,2020-10-10 18:41:39,28.22,61.22,51.73,43,0,5.19,clear sky
282,Tiksi,RU,2020-10-10 18:41:39,71.69,128.87,16.03,94,81,10.36,broken clouds
283,Biltine,TD,2020-10-10 18:41:39,14.53,20.92,92.35,16,0,5.95,clear sky
284,Rikitea,PF,2020-10-10 18:41:39,-23.12,-134.97,73.8,82,1,19.48,light rain
285,Turaif,SA,2020-10-10 18:41:40,31.67,38.66,75.2,23,0,11.41,clear sky
286,Comodoro Rivadavia,AR,2020-10-10 18:41:40,-45.87,-67.5,62.6,36,20,5.82,few clouds
287,Tilichiki,RU,2020-10-10 18:41:40,60.47,166.1,28.09,95,99,15.55,overcast clouds
288,Baruun-Urt,MN,2020-10-10 18:41:40,46.68,113.28,25.32,86,0,6.73,clear sky
289,Oriximiná,BR,2020-10-10 18:41:40,-1.77,-55.87,98.65,28,4,7.99,clear sky
290,Levokumskoye,RU,2020-10-10 18:41:41,44.82,44.66,59.95,71,100,24.23,overcast clouds
291,Chiredzi,ZW,2020-10-10 18:41:41,-21.05,31.67,78.89,60,7,15.1,clear sky
292,Belaya Gora,RU,2020-10-10 18:41:41,68.53,146.42,24.98,93,100,2.06,overcast clouds
293,Derzhavīnsk,KZ,2020-10-10 18:41:41,51.1,66.32,46.38,63,70,10.36,broken clouds
294,Thinadhoo,MV,2020-10-10 18:41:42,0.53,72.93,83.37,76,13,15.75,few clouds
295,Terrace,CA,2020-10-10 18:41:42,54.52,-128.6,41.0,100,90,1.23,mist
296,Engenheiro Beltrão,BR,2020-10-10 18:41:42,-23.8,-52.27,86.79,18,76,2.59,broken clouds
297,Auki,SB,2020-10-10 18:41:42,-8.77,160.7,77.49,86,98,4.05,overcast clouds
298,Ayan,RU,2020-10-10 18:41:42,56.45,138.17,45.41,74,100,5.12,overcast clouds
299,Darhan,MN,2020-10-10 18:41:43,49.49,105.92,25.77,90,67,5.97,broken clouds
300,La Paz,MX,2020-10-10 18:40:19,24.17,-110.3,95.0,43,5,4.7,clear sky
301,Mercedes,UY,2020-10-10 18:41:43,-33.25,-58.03,68.31,50,0,9.33,clear sky
302,Klamath Falls,US,2020-10-10 18:41:43,42.22,-121.78,54.0,76,90,10.29,smoke
303,Los Aquijes,PE,2020-10-10 18:41:44,-14.1,-75.69,66.2,77,0,10.29,clear sky
304,Bilma,NE,2020-10-10 18:41:44,18.69,12.92,88.99,13,0,5.01,clear sky
305,The Pas,CA,2020-10-10 18:41:44,53.83,-101.25,37.4,86,90,25.28,overcast clouds
306,Constitucion,MX,2020-10-10 18:41:44,23.99,-104.67,73.99,19,5,6.33,clear sky
307,Abu Dhabi,AE,2020-10-10 18:37:48,24.47,54.37,87.8,55,0,8.05,clear sky
308,Mount Gambier,AU,2020-10-10 18:41:45,-37.83,140.77,44.6,93,90,1.12,overcast clouds
309,Tevaitoa,PF,2020-10-10 18:41:46,-16.78,-151.5,79.23,78,4,18.59,light rain
310,Gizo Government Station,SB,2020-10-10 18:41:46,-8.1,156.84,82.42,77,16,8.79,few clouds
311,Shenjiamen,CN,2020-10-10 18:41:46,29.96,122.3,66.51,71,1,5.66,clear sky
312,Mount Isa,AU,2020-10-10 18:41:46,-20.73,139.5,69.8,15,77,19.46,broken clouds
313,Richards Bay,ZA,2020-10-10 18:41:47,-28.78,32.04,65.97,67,99,17.56,overcast clouds
314,Tiarei,PF,2020-10-10 18:41:47,-17.53,-149.33,82.4,69,40,9.17,scattered clouds
315,Talcahuano,CL,2020-10-10 18:41:47,-36.72,-73.12,62.6,59,0,19.46,clear sky
316,Ārvi,IN,2020-10-10 18:41:47,20.98,78.23,77.34,86,100,4.18,overcast clouds
317,Marystown,CA,2020-10-10 18:41:48,47.17,-55.15,53.01,100,99,7.0,overcast clouds
318,Kaeo,NZ,2020-10-10 18:41:48,-35.1,173.78,60.01,79,87,10.0,overcast clouds
319,Kodinsk,RU,2020-10-10 18:41:48,58.69,99.18,28.51,97,100,4.94,overcast clouds
320,Thompson,CA,2020-10-10 18:41:48,55.74,-97.86,28.4,86,90,8.05,overcast clouds
321,Kirakira,SB,2020-10-10 18:41:49,-10.45,161.92,79.48,85,55,8.41,broken clouds
322,Kaitangata,NZ,2020-10-10 18:41:49,-46.28,169.85,55.0,61,100,1.99,overcast clouds
323,Katsuura,JP,2020-10-10 18:41:49,35.13,140.3,66.0,86,100,5.01,light rain
324,Copala,MX,2020-10-10 18:41:49,16.65,-98.98,86.11,64,27,7.11,scattered clouds
325,Grindavik,IS,2020-10-10 18:41:50,63.84,-22.43,44.6,81,90,5.82,overcast clouds
326,Puerto Colombia,CO,2020-10-10 18:41:50,10.99,-74.95,95.0,56,40,4.7,scattered clouds
327,Taltal,CL,2020-10-10 18:41:51,-25.4,-70.48,63.93,53,22,5.46,few clouds
328,Mushie,CD,2020-10-10 18:41:51,-3.02,16.9,76.05,86,55,2.77,light rain
329,Hobart,AU,2020-10-10 18:38:59,-42.88,147.33,50.0,66,90,4.7,overcast clouds
330,Kamwenge,UG,2020-10-10 18:41:52,0.19,30.45,62.73,98,21,2.89,moderate rain
331,General Roca,AR,2020-10-10 18:41:52,-39.03,-67.58,62.6,42,75,17.22,broken clouds
332,La Ronge,CA,2020-10-10 18:38:11,55.1,-105.28,39.2,80,90,21.92,overcast clouds
333,Saskylakh,RU,2020-10-10 18:41:52,71.92,114.08,9.95,95,92,6.33,overcast clouds
334,Victoria,SC,2020-10-10 18:39:58,-4.62,55.45,78.8,83,20,3.36,few clouds
335,Andenes,NO,2020-10-10 18:41:53,69.31,16.12,46.4,93,100,12.75,overcast clouds
336,Meriden,US,2020-10-10 18:41:53,41.54,-72.81,75.99,56,1,14.99,clear sky
337,Hofn,IS,2020-10-10 18:41:53,64.25,-15.21,43.99,69,100,4.21,overcast clouds
338,Saldanha,ZA,2020-10-10 18:41:54,-33.01,17.94,62.6,42,0,14.99,clear sky
339,Cap Malheureux,MU,2020-10-10 18:41:54,-19.98,57.61,75.99,83,2,1.99,clear sky
340,Kidal,ML,2020-10-10 18:41:54,18.44,1.41,93.45,21,100,8.86,overcast clouds
341,East London,ZA,2020-10-10 18:41:54,-33.02,27.91,55.4,76,40,11.41,scattered clouds
342,Husavik,IS,2020-10-10 18:41:55,66.04,-17.34,33.8,80,94,3.36,overcast clouds
343,Tocopilla,CL,2020-10-10 18:41:55,-22.09,-70.2,66.81,51,26,6.11,scattered clouds
344,Arman',RU,2020-10-10 18:41:55,59.7,150.17,33.8,78,0,5.01,clear sky
345,North Bend,US,2020-10-10 18:39:24,43.41,-124.22,60.01,87,90,9.26,overcast clouds
346,Inuvik,CA,2020-10-10 18:38:23,68.35,-133.72,26.6,86,90,9.17,overcast clouds
347,Solenzo,BF,2020-10-10 18:41:56,12.18,-4.08,82.13,57,15,7.02,light rain
348,Cayenne,GF,2020-10-10 18:41:56,4.93,-52.33,89.6,55,0,11.41,clear sky
349,Tshikapa,CD,2020-10-10 18:41:56,-6.42,20.8,72.12,88,100,1.66,overcast clouds
350,Coahuayana Viejo,MX,2020-10-10 18:41:56,18.73,-103.68,80.6,78,40,5.21,scattered clouds
351,Oron,NG,2020-10-10 18:41:57,4.83,8.23,76.14,91,100,3.51,light rain
352,Eganville,CA,2020-10-10 18:41:57,45.53,-77.1,71.6,60,75,9.17,broken clouds
353,Blyznyuky,UA,2020-10-10 18:41:57,48.86,36.56,58.3,60,100,9.35,overcast clouds
354,Luleå,SE,2020-10-10 18:41:05,65.58,22.15,44.6,100,0,5.32,clear sky
355,Koutsouras,GR,2020-10-10 18:41:58,35.03,25.95,72.0,62,0,7.0,clear sky
356,Rotterdam,NL,2020-10-10 18:41:58,51.92,4.48,50.0,100,90,3.36,overcast clouds
357,Klaksvík,FO,2020-10-10 18:41:58,62.23,-6.59,44.6,93,92,14.99,drizzle
358,Onega,RU,2020-10-10 18:41:59,63.91,38.14,49.55,82,100,11.86,overcast clouds
359,Caravelas,BR,2020-10-10 18:41:59,-17.71,-39.25,82.17,71,0,12.93,clear sky
360,Okhotsk,RU,2020-10-10 18:41:59,59.38,143.3,40.1,71,46,6.15,scattered clouds
361,Katobu,ID,2020-10-10 18:41:59,-4.94,122.53,74.35,82,100,3.31,overcast clouds
362,Séguéla,CI,2020-10-10 18:42:00,7.96,-6.67,74.88,86,2,1.43,moderate rain
363,Egvekinot,RU,2020-10-10 18:42:00,66.32,-179.17,28.9,95,87,12.84,overcast clouds
364,Kawalu,ID,2020-10-10 18:42:00,-7.38,108.21,72.59,92,100,1.48,light rain
365,Muroto-misakicho,JP,2020-10-10 18:42:00,33.28,134.15,72.5,75,0,6.64,clear sky
366,Eyl,SO,2020-10-10 18:42:01,7.98,49.82,79.57,83,0,7.47,clear sky
367,Hualmay,PE,2020-10-10 18:42:01,-11.1,-77.61,70.48,60,8,8.95,clear sky
368,Yemtsa,RU,2020-10-10 18:42:01,63.07,40.33,46.96,88,79,7.74,broken clouds
369,Half Moon Bay,US,2020-10-10 18:42:02,37.46,-122.43,71.01,72,40,3.36,scattered clouds
370,Beringovskiy,RU,2020-10-10 18:42:02,63.05,179.32,38.03,94,100,24.67,light rain
371,Pisco,PE,2020-10-10 18:42:02,-13.7,-76.22,66.2,77,5,10.29,clear sky
372,Chaplynka,UA,2020-10-10 18:42:02,46.37,33.54,61.34,78,78,7.74,light rain
373,Alofi,NU,2020-10-10 18:42:02,-19.06,-169.92,73.4,100,24,6.93,light rain
374,Tiznit Province,MA,2020-10-10 18:42:03,29.58,-9.5,77.72,38,0,1.99,clear sky
375,Roquetas de Mar,ES,2020-10-10 18:42:03,36.76,-2.61,69.01,88,20,1.12,few clouds
376,San Martín,AR,2020-10-10 18:42:03,-33.08,-68.47,87.8,6,0,8.05,clear sky
377,Ahipara,NZ,2020-10-10 18:42:03,-35.17,173.17,59.52,77,84,13.47,broken clouds
378,Upleta,IN,2020-10-10 18:42:04,21.73,70.28,80.65,67,99,6.87,overcast clouds
379,Cravo Norte,CO,2020-10-10 18:42:04,6.3,-70.2,88.99,56,27,4.63,scattered clouds
380,Havelock,US,2020-10-10 18:37:47,34.88,-76.9,79.0,69,75,10.29,broken clouds
381,Cocoa Beach,US,2020-10-10 18:40:43,28.32,-80.61,86.0,66,20,14.99,few clouds
382,Yumen,CN,2020-10-10 18:42:05,40.28,97.2,35.22,71,6,9.69,clear sky
383,Pinawa,CA,2020-10-10 18:42:05,50.15,-95.88,49.66,54,0,6.82,clear sky
384,Tomball,US,2020-10-10 18:42:05,30.1,-95.62,88.0,65,0,7.31,clear sky
385,Yerbogachën,RU,2020-10-10 18:42:06,61.28,108.01,25.68,96,100,4.88,overcast clouds
386,Petropavlovka,RU,2020-10-10 18:42:06,50.61,105.32,26.28,79,67,1.7,broken clouds
387,Francisco Sá,BR,2020-10-10 18:42:06,-16.48,-43.49,96.31,22,68,6.53,broken clouds
388,Licata,IT,2020-10-10 18:42:06,37.11,13.95,64.4,88,0,5.55,clear sky
389,Atuona,PF,2020-10-10 18:42:06,-9.8,-139.03,78.08,76,1,19.37,clear sky
390,Palana,RU,2020-10-10 18:42:07,59.12,159.97,32.77,89,96,13.38,overcast clouds
391,Uinskoye,RU,2020-10-10 18:42:07,56.88,56.58,48.02,66,100,9.01,moderate rain
392,Lebu,CL,2020-10-10 18:42:07,-37.62,-73.65,53.56,72,8,18.25,clear sky
393,Dickinson,US,2020-10-10 18:41:16,29.46,-95.05,88.0,55,1,10.29,clear sky
394,Bluff,NZ,2020-10-10 18:42:08,-46.6,168.33,53.01,79,0,4.0,clear sky
395,Norman Wells,CA,2020-10-10 18:42:06,65.28,-126.83,35.6,93,75,3.0,broken clouds
396,Petropavlovsk-Kamchatskiy,RU,2020-10-10 18:42:08,53.05,158.65,33.8,50,1,8.95,clear sky
397,Mogadishu,SO,2020-10-10 18:42:09,2.04,45.34,79.66,81,0,14.25,clear sky
398,Faanui,PF,2020-10-10 18:42:09,-16.48,-151.75,78.51,80,0,17.74,clear sky
399,Santa Rosa,AR,2020-10-10 18:42:09,-36.62,-64.28,72.63,31,40,26.31,scattered clouds
400,Nagato,JP,2020-10-10 18:42:04,34.38,131.2,68.0,77,75,11.41,broken clouds
401,Yankton,US,2020-10-10 18:42:10,42.87,-97.4,69.01,34,1,9.17,clear sky
402,Laredo,US,2020-10-10 18:42:11,27.51,-99.51,96.8,28,1,4.7,clear sky
403,Qandala,SO,2020-10-10 18:42:11,11.47,49.87,82.02,47,0,6.73,clear sky
404,Fare,PF,2020-10-10 18:42:11,-16.7,-151.02,79.23,78,1,18.5,clear sky
405,Sovetskiy,RU,2020-10-10 18:42:12,61.36,63.58,44.22,94,80,6.8,broken clouds
406,Huntington,US,2020-10-10 18:42:12,38.42,-82.45,66.99,93,90,4.7,overcast clouds
407,Raudeberg,NO,2020-10-10 18:42:12,61.99,5.14,50.0,66,2,8.05,clear sky
408,Sarangani,PH,2020-10-10 18:42:12,5.4,125.46,83.53,76,28,11.16,scattered clouds
409,Port-Cartier,CA,2020-10-10 18:42:13,50.03,-66.87,35.01,100,90,9.17,overcast clouds
410,Wunstorf,DE,2020-10-10 18:42:13,52.43,9.42,48.2,76,40,6.93,scattered clouds
411,Mumford,GH,2020-10-10 18:42:13,5.26,-0.76,77.25,89,16,12.3,few clouds
412,Margate,ZA,2020-10-10 18:42:14,-30.86,30.37,60.51,66,40,24.29,scattered clouds
413,Walvis Bay,NA,2020-10-10 18:42:14,-22.96,14.51,55.4,76,0,8.05,clear sky
414,Xiaoweizhai,CN,2020-10-10 18:42:14,26.19,107.51,59.85,81,100,3.02,overcast clouds
415,Manzanillo,MX,2020-10-10 18:42:14,19.05,-104.32,91.4,70,40,9.17,scattered clouds
416,Torbay,CA,2020-10-10 18:42:15,47.67,-52.73,53.01,53,75,25.28,broken clouds
417,Karratha,AU,2020-10-10 18:42:15,-20.74,116.85,68.38,78,0,10.11,light rain
418,Padang,ID,2020-10-10 18:42:16,-0.95,100.35,78.21,76,98,3.96,moderate rain
419,Camrose,CA,2020-10-10 18:42:16,53.02,-112.84,50.0,66,75,4.7,broken clouds
420,Olafsvik,IS,2020-10-10 18:42:16,64.89,-23.71,46.26,70,100,10.42,overcast clouds
421,New Norfolk,AU,2020-10-10 18:42:16,-42.78,147.06,48.0,85,5,1.99,clear sky
422,Talaya,RU,2020-10-10 18:42:17,61.38,152.75,21.2,91,0,0.34,clear sky
423,Haimen,CN,2020-10-10 18:42:17,23.19,116.61,69.8,83,38,4.47,scattered clouds
424,Dudinka,RU,2020-10-10 18:42:17,69.41,86.18,17.6,92,100,6.71,overcast clouds
425,Redmond,US,2020-10-10 18:42:17,47.67,-122.12,55.99,93,40,12.62,scattered clouds
426,Bodden Town,KY,2020-10-10 18:42:18,19.28,-81.25,86.0,79,20,9.17,few clouds
427,Srandakan,ID,2020-10-10 18:42:18,-7.94,110.25,76.89,90,99,5.84,light rain
428,Kempsey,AU,2020-10-10 18:42:19,-31.08,152.83,51.01,92,0,1.99,clear sky
429,Nhulunbuy,AU,2020-10-10 18:42:19,-12.23,136.77,73.4,88,100,9.15,overcast clouds
430,Nara,ML,2020-10-10 18:42:20,15.17,-7.29,90.34,35,61,14.63,broken clouds
431,Abay,KZ,2020-10-10 18:42:20,49.63,72.85,41.0,56,96,13.42,overcast clouds
432,Redlands,US,2020-10-10 18:42:21,34.06,-117.18,68.0,64,90,4.29,haze
433,Inongo,CD,2020-10-10 18:42:21,-1.95,18.27,74.82,86,100,3.18,moderate rain
434,Montepuez,MZ,2020-10-10 18:42:21,-13.13,39.0,74.66,64,0,8.72,clear sky
435,Omboué,GA,2020-10-10 18:42:21,-1.57,9.26,76.82,86,100,8.93,light rain
436,Vestmannaeyjar,IS,2020-10-10 18:42:22,63.44,-20.27,46.4,75,100,10.29,overcast clouds
437,Jinji,CN,2020-10-10 18:42:22,23.23,110.83,66.11,83,21,2.28,light rain
438,Panabá,MX,2020-10-10 18:42:22,21.28,-88.27,88.65,65,70,2.73,broken clouds
439,Ampanihy,MG,2020-10-10 18:42:23,-24.7,44.75,68.54,74,0,1.63,clear sky
440,Kununurra,AU,2020-10-10 18:37:43,-15.77,128.73,73.4,56,0,6.93,clear sky
441,Fayaoué,NC,2020-10-10 18:39:06,-20.65,166.53,75.74,86,92,18.05,overcast clouds
442,Nizhniy Tsasuchey,RU,2020-10-10 18:42:24,50.52,115.13,27.64,86,64,19.06,broken clouds
443,Hilo,US,2020-10-10 18:42:24,19.73,-155.09,77.0,57,1,4.7,clear sky
444,Cabo San Lucas,MX,2020-10-10 18:42:24,22.89,-109.91,87.01,70,40,11.41,scattered clouds
445,Talnakh,RU,2020-10-10 18:42:24,69.49,88.4,17.6,92,100,6.71,overcast clouds
446,Kyra,RU,2020-10-10 18:42:25,49.58,111.98,22.77,83,0,7.72,clear sky
447,Khatanga,RU,2020-10-10 18:42:25,71.97,102.5,19.54,98,100,9.53,light snow
448,Tuktoyaktuk,CA,2020-10-10 18:42:25,69.45,-133.04,28.4,79,90,5.82,overcast clouds
449,Tucuruí,BR,2020-10-10 18:42:26,-3.77,-49.67,96.82,36,94,4.59,overcast clouds
450,Zabaykal'sk,RU,2020-10-10 18:42:26,49.63,117.32,31.03,95,97,26.33,overcast clouds
451,Steinbach,CA,2020-10-10 18:42:26,49.53,-96.68,52.0,68,40,5.01,scattered clouds
452,Tuy Hoa,VN,2020-10-10 18:42:26,13.08,109.3,75.15,89,100,8.32,light rain
453,Kahului,US,2020-10-10 18:42:27,20.89,-156.47,82.4,54,20,14.99,few clouds
454,Pemba,MZ,2020-10-10 18:42:27,-12.97,40.52,77.0,78,20,11.41,few clouds
455,Aklavik,CA,2020-10-10 18:42:27,68.22,-135.01,28.4,86,75,9.17,broken clouds
456,Kavieng,PG,2020-10-10 18:42:28,-2.57,150.8,81.75,77,99,12.59,overcast clouds
457,Russell,NZ,2020-10-10 18:42:28,-35.26,174.12,60.01,79,99,10.0,overcast clouds
458,Koumac,NC,2020-10-10 18:42:28,-20.57,164.28,73.74,82,0,3.87,clear sky
459,Lázaro Cárdenas,MX,2020-10-10 18:42:28,17.96,-102.2,85.73,70,100,8.05,overcast clouds
460,São João da Barra,BR,2020-10-10 18:42:29,-21.64,-41.05,77.0,69,90,16.11,overcast clouds
461,Aksu,CN,2020-10-10 18:42:29,41.12,80.26,53.33,37,97,5.68,overcast clouds
462,Port Augusta,AU,2020-10-10 18:42:29,-32.5,137.77,54.0,93,33,4.7,light rain
463,Kizilskoye,RU,2020-10-10 18:42:30,52.73,58.89,42.46,58,100,4.9,overcast clouds
464,Alihe,CN,2020-10-10 18:42:30,50.57,123.72,39.87,90,94,3.69,light rain
465,Vinh Long,VN,2020-10-10 18:40:19,10.25,105.97,78.8,100,75,2.24,broken clouds
466,Port Hedland,AU,2020-10-10 18:42:31,-20.32,118.57,71.6,73,0,9.17,clear sky
467,Kieta,PG,2020-10-10 18:42:31,-6.22,155.63,78.6,75,100,2.62,overcast clouds
468,Taoudenni,ML,2020-10-10 18:42:31,22.68,-3.98,93.15,12,2,1.59,clear sky
469,Tsabong,BW,2020-10-10 18:42:31,-26.02,22.4,66.24,24,0,8.1,clear sky
470,Kapaa,US,2020-10-10 18:38:14,22.08,-159.32,82.4,65,40,11.41,scattered clouds
471,Kimbe,PG,2020-10-10 18:42:32,-5.55,150.14,75.52,87,84,3.15,broken clouds
472,Port Keats,AU,2020-10-10 18:42:32,-14.25,129.55,79.84,39,0,6.96,clear sky
473,Mont-Dore,NC,2020-10-10 18:42:33,-22.28,166.58,77.0,99,82,8.72,broken clouds
474,Portland,AU,2020-10-10 18:42:33,-38.33,141.6,47.48,86,84,3.49,broken clouds
475,Gorontalo,ID,2020-10-10 18:42:33,0.54,123.06,74.84,87,100,1.5,overcast clouds
476,Muscat,OM,2020-10-10 18:40:23,23.61,58.59,84.2,51,0,4.7,clear sky
477,Port Lincoln,AU,2020-10-10 18:42:31,-34.73,135.87,54.97,84,89,15.19,overcast clouds
478,Jalu,LY,2020-10-10 18:42:34,29.03,21.55,73.94,42,0,7.0,clear sky
479,Avarua,CK,2020-10-10 18:42:34,-21.21,-159.78,77.0,94,6,10.29,clear sky
480,Miraflores,CO,2020-10-10 18:42:34,1.34,-71.95,91.83,44,100,0.98,overcast clouds
481,Bonthe,SL,2020-10-10 18:42:35,7.53,-12.51,79.11,88,54,8.75,broken clouds
482,Ancud,CL,2020-10-10 18:42:35,-41.87,-73.82,55.4,71,40,13.87,scattered clouds
483,Aswān,EG,2020-10-10 18:42:35,24.09,32.91,92.34,15,0,9.73,clear sky
484,Oyama,JP,2020-10-10 18:42:36,36.3,139.8,66.99,93,75,10.29,broken clouds
485,Galeana,MX,2020-10-10 18:42:36,24.83,-100.07,81.0,10,0,1.99,clear sky
486,Kajaani,FI,2020-10-10 18:42:36,64.23,27.73,48.2,87,90,6.93,overcast clouds
487,Kovernino,RU,2020-10-10 18:42:36,57.13,43.81,48.24,75,89,5.93,overcast clouds
488,Amalāpuram,IN,2020-10-10 18:42:37,16.58,82.02,76.15,98,100,3.42,overcast clouds
489,Stodolishche,RU,2020-10-10 18:42:37,54.19,32.65,53.6,89,100,5.57,overcast clouds
490,Aljezur,PT,2020-10-10 18:41:21,37.32,-8.8,64.0,80,0,7.49,clear sky
491,Taraz,KZ,2020-10-10 18:42:37,42.9,71.37,35.6,55,1,2.24,clear sky
492,Andreapol',RU,2020-10-10 18:42:38,56.65,32.27,51.94,92,100,2.66,overcast clouds
493,Merrill,US,2020-10-10 18:42:38,45.18,-89.68,62.01,44,1,6.93,clear sky
494,Yeppoon,AU,2020-10-10 18:42:38,-23.13,150.73,69.8,83,97,5.82,overcast clouds
495,Zhigansk,RU,2020-10-10 18:42:38,66.77,123.37,21.38,92,45,3.89,scattered clouds
496,Arica,CL,2020-10-10 18:37:53,-18.48,-70.3,68.0,60,7,14.99,clear sky
497,San Patricio,MX,2020-10-10 18:42:39,19.22,-104.7,91.4,70,40,9.17,scattered clouds
498,Noyabrsk,RU,2020-10-10 18:42:39,63.2,75.45,26.78,97,100,8.7,overcast clouds
499,Yulara,AU,2020-10-10 18:42:39,-25.24,130.99,62.6,23,0,9.17,clear sky
500,Mar del Plata,AR,2020-10-10 18:42:39,-38.0,-57.56,59.0,77,0,13.87,clear sky
501,Evanston,US,2020-10-10 18:41:54,42.04,-87.69,69.8,52,75,13.87,broken clouds
502,Bilibino,RU,2020-10-10 18:42:40,68.05,166.44,14.68,93,90,1.92,overcast clouds
503,Alamosa,US,2020-10-10 18:42:40,37.47,-105.87,66.2,15,1,5.82,clear sky
504,Oktyabr'skiy,RU,2020-10-10 18:42:40,54.48,53.47,44.82,56,34,9.95,scattered clouds
505,Morros,BR,2020-10-10 18:42:41,-9.45,-46.3,96.24,30,91,1.9,overcast clouds
506,Cherskiy,RU,2020-10-10 18:42:41,68.75,161.3,20.75,98,98,4.16,overcast clouds
507,Port Blair,IN,2020-10-10 18:42:42,11.67,92.75,80.49,84,100,16.96,light rain
508,Saint Lawrence,MT,2020-10-10 18:42:42,36.06,14.2,71.01,82,20,4.7,few clouds
509,Rio Grande,BR,2020-10-10 18:42:42,-32.03,-52.1,64.99,63,0,5.01,clear sky
510,Georgetown,SH,2020-10-10 18:42:42,-7.93,-14.42,74.55,77,0,15.5,clear sky
511,Yanam,IN,2020-10-10 18:42:42,16.73,82.22,75.83,98,100,4.94,light rain
512,Gornopravdinsk,RU,2020-10-10 18:42:43,60.05,69.9,43.21,98,100,3.98,overcast clouds
513,Anchorage,US,2020-10-10 18:41:24,61.22,-149.9,41.0,80,1,2.46,clear sky
514,Jamestown,SH,2020-10-10 18:42:43,-15.94,-5.72,62.4,87,100,19.13,overcast clouds
515,Collierville,US,2020-10-10 18:41:08,35.04,-89.66,70.0,100,90,13.87,mist
516,San Quintín,MX,2020-10-10 18:42:44,30.48,-115.95,73.67,62,0,15.64,clear sky
517,Sainte-Luce,MQ,2020-10-10 18:42:44,14.47,-60.93,89.6,66,6,12.75,clear sky
518,Liverpool,CA,2020-10-10 18:42:44,44.03,-64.72,68.0,62,3,7.0,clear sky
519,Nikolskoye,RU,2020-10-10 18:42:44,59.7,30.79,48.0,87,100,2.24,overcast clouds
520,Barrow,US,2020-10-10 18:38:34,71.29,-156.79,28.4,63,75,26.4,broken clouds
521,Ponta do Sol,CV,2020-10-10 18:42:45,17.2,-25.09,84.2,66,40,32.21,scattered clouds
522,Albany,AU,2020-10-10 18:40:37,-35.02,117.89,51.8,100,90,4.7,overcast clouds
523,Necochea,AR,2020-10-10 18:42:46,-38.55,-58.74,69.01,36,0,15.01,clear sky
524,Haines Junction,CA,2020-10-10 18:42:46,60.75,-137.51,39.52,73,100,2.68,overcast clouds
525,Bethel,US,2020-10-10 18:42:46,41.37,-73.41,73.99,60,1,12.75,clear sky
526,Bull Savanna,JM,2020-10-10 18:42:46,17.89,-77.59,84.87,65,1,11.21,clear sky
527,Camocim,BR,2020-10-10 18:42:47,-2.9,-40.84,83.43,64,0,19.53,clear sky
528,Neuquén,AR,2020-10-10 18:39:31,-38.95,-68.06,62.6,42,75,17.22,broken clouds
529,Arrondissement de Dreux,FR,2020-10-10 18:42:47,48.67,1.25,51.01,81,16,5.82,few clouds
530,College,US,2020-10-10 18:42:48,64.86,-147.8,37.0,80,20,4.7,few clouds
531,Praia,CV,2020-10-10 18:38:46,14.92,-23.51,82.4,78,20,17.22,few clouds
532,Nueve de Julio,AR,2020-10-10 18:42:48,-35.44,-60.88,70.5,49,0,15.95,clear sky
533,Fairbanks,US,2020-10-10 18:38:43,64.84,-147.72,35.01,80,1,6.93,clear sky
534,Atar,MR,2020-10-10 18:42:49,20.52,-13.05,94.23,11,0,8.95,clear sky
535,Ilhabela,BR,2020-10-10 18:42:49,-23.78,-45.36,70.84,75,24,10.94,few clouds
536,Castro,CL,2020-10-10 18:42:50,-42.47,-73.77,55.4,71,40,13.87,scattered clouds
537,Ribeira Grande,PT,2020-10-10 18:42:50,38.52,-28.7,73.4,83,40,11.41,scattered clouds
