City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
118,Maragogi,BR,-9.01,-35.22,76.64,82,32,12.66,scattered clouds
119,Codrington,AU,-38.27,141.97,57.67,73,86,8.68,overcast clouds
120,Mogadishu,SO,2.04,45.34,78.87,84,21,11.21,few clouds
121,Sitges,ES,41.24,1.81,60.01,100,93,7.92,overcast clouds
122,Cayenne,GF,4.93,-52.33,73.4,100,20,2.24,few clouds
123,Barra,BR,-11.09,-43.14,74.03,77,35,1.1,scattered clouds
124,Chuy,UY,-33.7,-53.46,49.57,91,0,5.35,clear sky
125,Dawlatabad,AF,36.41,64.91,48.36,50,31,5.01,scattered clouds
126,Tonk,IN,26.17,75.78,84.97,24,4,1.36,clear sky
127,Thompson,CA,55.74,-97.86,30.2,92,90,6.93,overcast clouds
128,Aquiraz,BR,-3.9,-38.39,78.8,83,40,6.93,scattered clouds
129,Gamba,GA,-2.65,10.0,75.83,86,100,7.09,overcast clouds
130,Dickson,US,36.08,-87.39,68.0,94,90,6.93,moderate rain
131,Almeirim,BR,-1.52,-52.58,80.65,61,0,5.99,clear sky
132,Narsaq,GL,60.92,-46.05,41.0,86,84,6.62,light rain
133,Vestmannaeyjar,IS,63.44,-20.27,48.56,84,100,31.54,heavy intensity rain
134,Togur,RU,58.36,82.83,29.14,97,77,6.15,broken clouds
135,Micheweni,TZ,-4.97,39.83,78.49,76,85,5.28,overcast clouds
136,Mollendo,PE,-17.02,-72.01,59.25,80,94,0.45,overcast clouds
137,Dingle,PH,11.0,122.67,84.13,77,100,3.09,overcast clouds
138,Marawi,PH,8.0,124.29,76.55,83,100,1.16,overcast clouds
139,Portknockie,GB,57.7,-2.86,50.0,81,95,17.22,overcast clouds
140,San Borja,BO,-14.82,-66.85,81.9,38,6,2.21,clear sky
141,Petrozavodsk,RU,61.78,34.35,44.6,100,92,2.24,overcast clouds
142,Tromso,NO,69.65,18.96,44.6,100,75,21.92,light intensity drizzle
143,Humaita,BR,-7.51,-63.02,79.02,64,10,1.66,clear sky
144,Male,MV,4.17,73.51,84.2,83,75,18.34,broken clouds
145,Abu Samrah,SY,35.3,37.18,62.62,43,0,6.93,clear sky
146,Sarai Naurang,PK,32.83,70.78,83.91,18,0,1.97,clear sky
147,Grevesmuhlen,DE,53.87,11.18,43.0,93,95,4.0,overcast clouds
148,Kalangala,UG,-0.31,32.23,66.2,88,20,8.05,few clouds
149,Sao Felix Do Xingu,BR,-6.64,-51.99,76.73,57,12,0.67,few clouds
150,Sorochinsk,RU,52.43,53.16,39.74,62,99,5.99,overcast clouds
151,Oksfjord,NO,70.24,22.35,46.99,93,100,13.87,overcast clouds
152,Omboue,GA,-1.57,9.26,75.38,89,100,6.24,overcast clouds
153,Hofn,IS,64.25,-15.21,43.54,73,100,4.68,overcast clouds
154,Visby,SE,57.64,18.3,51.01,93,12,5.82,few clouds
155,Vilhena,BR,-12.74,-60.15,78.22,48,1,6.04,clear sky
156,Samana,DO,19.21,-69.34,79.3,88,86,7.54,overcast clouds
157,Bull Savanna,JM,17.89,-77.59,77.04,81,9,5.28,clear sky
158,Buarcos,PT,40.17,-8.88,61.0,93,0,1.12,clear sky
159,Buzuluk,RU,52.78,52.26,39.4,65,90,5.99,overcast clouds
160,Nadym,RU,65.53,72.52,33.17,94,100,16.46,light rain
161,Sao Joao Da Barra,BR,-21.64,-41.05,70.39,84,100,12.44,overcast clouds
162,Meulaboh,ID,4.14,96.13,75.29,92,100,7.0,light rain
163,Salinopolis,BR,-0.61,-47.36,79.77,81,11,10.85,few clouds
164,Luanda,AO,-8.84,13.23,73.4,83,40,6.93,scattered clouds
165,Greeneville,US,36.16,-82.83,64.0,100,90,4.94,moderate rain
166,Vagur,FO,61.47,-6.81,47.61,82,100,17.29,overcast clouds
167,Giron,CO,7.07,-73.17,72.55,71,100,4.41,overcast clouds
168,Wattegama,LK,6.8,81.48,82.4,83,20,13.87,few clouds
169,Moose Factory,CA,51.26,-80.61,28.4,92,1,5.82,clear sky
170,Diego De Almagro,CL,-26.37,-70.05,54.21,42,0,1.16,clear sky
171,Sorland,NO,67.67,12.69,46.4,93,75,5.82,broken clouds
172,Rudnichnyy,RU,59.62,52.47,41.74,96,84,5.06,broken clouds
173,Cervo,ES,43.67,-7.41,51.01,84,78,10.78,broken clouds
174,Polyarnyy,RU,69.2,33.45,46.4,93,75,4.47,broken clouds
175,Quatre Cocos,MU,-20.21,57.76,73.99,94,40,3.36,shower rain
176,Lyngdal,NO,58.14,7.07,46.0,79,48,3.0,scattered clouds
177,Yambio,SS,4.57,28.4,65.28,97,41,2.82,scattered clouds
178,Lake City,US,30.19,-82.64,77.0,94,20,4.34,few clouds
179,Plettenberg Bay,ZA,-34.05,23.37,51.73,75,46,7.34,scattered clouds
180,Alberton,CA,46.82,-64.07,59.23,85,100,28.57,moderate rain
181,Balkanabat,TM,39.51,54.37,50.05,43,0,13.51,clear sky
182,Palmas,BR,-10.21,-48.36,77.0,83,75,5.82,broken clouds
183,Caarapo,BR,-22.63,-54.82,67.98,36,16,4.43,few clouds
184,Paamiut,GL,61.99,-49.67,40.87,78,81,22.01,broken clouds
185,Tsumeb,NA,-19.23,17.72,62.29,30,0,10.71,clear sky
186,Liverpool,GB,53.41,-2.98,52.0,87,9,6.93,clear sky
187,Pechenga,RU,69.53,31.17,42.8,93,63,18.34,broken clouds
188,Saint-Francois,FR,46.42,3.91,39.99,99,67,4.29,broken clouds
189,Ust-Tarka,RU,55.57,75.7,43.48,97,100,5.28,light rain
190,Marakkanam,IN,12.2,79.95,79.02,83,100,7.0,moderate rain
191,Muros,ES,42.78,-9.06,55.0,79,2,3.0,clear sky
192,Port Elizabeth,ZA,-33.92,25.57,51.8,87,40,9.17,scattered clouds
193,Khudumelapye,BW,-23.88,24.75,63.84,29,39,5.77,scattered clouds
194,Bonoua,CI,5.27,-3.6,75.2,94,40,8.05,scattered clouds
195,Porto Novo,BJ,6.5,2.6,77.29,85,100,4.7,light rain
196,Sierpc,PL,52.86,19.67,46.9,85,100,5.84,overcast clouds
197,Waw,SS,7.7,28.0,70.56,92,49,3.18,scattered clouds
198,Maarianhamina,AX,60.1,19.93,50.0,93,20,9.17,few clouds
199,Redencao,BR,-4.23,-38.73,79.0,83,40,6.93,scattered clouds
200,Santa Maria,BR,-29.68,-53.81,51.04,70,0,6.13,clear sky
201,Rawson,AR,-43.3,-65.1,47.52,76,0,4.03,clear sky
202,Leh,IN,34.17,77.58,43.81,49,0,3.8,clear sky
203,Iguguno,TZ,-4.57,34.63,63.99,54,13,4.41,few clouds
204,Brumunddal,NO,60.88,10.94,37.99,95,100,3.0,light rain
205,Lebu,CL,-37.62,-73.65,49.17,87,9,18.41,clear sky
206,Bridlington,GB,54.08,-0.19,48.2,81,54,6.93,broken clouds
207,Aguadilla,PR,18.43,-67.15,79.0,89,56,3.0,broken clouds
208,Mana,GF,5.66,-53.78,80.01,82,7,9.71,clear sky
209,High Rock,BS,26.62,-78.28,83.77,77,98,13.44,overcast clouds
210,Oranjemund,NA,-28.55,16.43,59.04,49,0,9.04,clear sky
211,Porbandar,IN,21.64,69.61,78.8,94,100,8.05,haze
212,Nyimba,ZM,-14.56,30.81,75.63,59,83,4.12,light rain
213,Taltal,CL,-25.4,-70.48,54.7,74,36,0.65,scattered clouds
214,Westport,US,41.14,-73.36,68.0,82,1,10.29,clear sky
215,Ambilobe,MG,-13.2,49.05,75.16,82,0,2.84,clear sky
216,Vredendal,ZA,-31.67,18.5,55.54,51,0,11.18,clear sky
217,Emirdag,TR,39.02,31.15,53.78,71,0,1.34,clear sky
218,Lubango,AO,-14.92,13.49,57.13,28,0,2.21,clear sky
219,Inhambane,MZ,-23.86,35.38,70.0,82,100,17.43,light rain
220,Aripuana,BR,-9.17,-60.63,74.98,79,94,3.15,overcast clouds
221,Dhankuta,NP,26.98,87.33,75.04,73,0,2.01,clear sky
222,Tocopilla,CL,-22.09,-70.2,59.85,64,19,4.18,few clouds
223,Marsa Matruh,EG,31.35,27.25,68.0,68,20,4.7,few clouds
224,Hualmay,PE,-11.1,-77.61,63.09,80,0,7.2,clear sky
225,Nioro,GM,13.35,-15.75,75.47,95,0,5.3,clear sky
226,Podgorica,ME,42.44,19.26,53.6,87,40,4.7,scattered clouds
227,Trelew,AR,-43.25,-65.31,47.37,71,0,4.79,clear sky
228,Hamilton,US,39.18,-84.53,68.0,88,90,6.93,overcast clouds
229,Boda,CF,4.32,17.47,69.6,91,89,2.91,overcast clouds
230,Grootfontein,NA,-19.57,18.12,57.99,35,0,12.39,clear sky
231,Sur,OM,22.57,59.53,83.07,56,0,8.28,clear sky
232,Aswan,EG,24.09,32.91,81.7,27,10,9.48,clear sky
233,Muisne,EC,0.6,-80.03,74.07,88,95,8.99,light rain
234,Ndjole,GA,-0.18,10.76,72.84,96,100,2.33,moderate rain
235,Umm Lajj,SA,25.02,37.27,87.24,37,0,5.39,clear sky
236,Kamenka,RU,51.32,42.77,44.01,58,100,12.39,overcast clouds
237,Honningsvag,NO,70.98,25.97,47.08,90,100,21.5,overcast clouds
238,Matara,LK,5.95,80.54,81.36,79,86,16.35,light rain
239,Mecca,SA,21.43,39.83,85.23,14,0,9.89,clear sky
240,Nizwa,OM,22.93,57.53,79.97,24,0,4.79,clear sky
241,Kismayo,SO,-0.36,42.55,77.63,83,29,9.73,scattered clouds
242,Koroni,GR,36.8,21.95,64.99,87,0,8.72,clear sky
243,Gravina In Puglia,IT,40.82,16.42,55.99,100,20,1.12,few clouds
244,Prieska,ZA,-29.66,22.75,44.06,59,0,14.05,clear sky
245,Araci,BR,-11.33,-38.97,73.42,81,8,8.23,clear sky
246,Riyadh,SA,24.69,46.72,64.4,27,0,4.7,clear sky
247,Iquique,CL,-20.22,-70.14,62.6,72,90,3.36,overcast clouds
248,Ilulissat,GL,69.22,-51.1,46.4,49,92,16.11,overcast clouds
249,Tabou,CI,4.42,-7.35,75.56,91,96,9.78,moderate rain
250,Odienne,CI,9.51,-7.57,71.11,89,93,2.04,overcast clouds
251,Adrar,MR,20.5,-10.07,83.93,15,0,1.41,clear sky
252,Ous,RU,60.91,61.52,46.09,90,100,5.44,overcast clouds
253,Hobyo,SO,5.35,48.53,78.8,87,7,6.71,clear sky
254,Cape Canaveral,US,28.41,-80.6,82.4,88,20,11.41,few clouds
255,Clarence Town,AU,-32.58,151.78,81.0,19,0,10.29,clear sky
256,Taoudenni,ML,22.68,-3.98,86.72,13,21,4.9,few clouds
257,Otjiwarongo,NA,-20.46,16.65,58.53,34,0,13.06,clear sky
258,Karauli,IN,26.5,77.02,83.5,28,0,0.94,clear sky
259,Cliza,BO,-17.6,-65.93,62.6,63,75,6.93,broken clouds
260,Ler,SS,8.3,30.14,70.92,92,100,2.84,overcast clouds
261,Savyntsi,UA,49.4,37.06,52.2,73,100,13.11,overcast clouds
262,Fort-Shevchenko,KZ,44.51,50.26,51.87,46,0,29.39,clear sky
263,Podor,MR,16.65,-14.96,89.13,45,75,10.09,broken clouds
264,Winneba,GH,5.35,-0.62,77.0,94,75,8.05,broken clouds
265,San Antonio,US,29.42,-98.49,82.4,53,1,3.96,clear sky
266,Abha,SA,18.22,42.51,57.2,28,9,5.14,clear sky
267,Uarini,BR,-2.99,-65.11,78.8,70,52,2.04,broken clouds
268,Viedma,AR,-40.81,-63.0,51.01,88,97,5.99,overcast clouds
269,Koscian,PL,52.09,16.65,42.01,93,100,1.12,mist
270,Lichinga,MZ,-13.31,35.24,69.8,68,75,6.93,smoke
271,Machhlishahr,IN,25.68,82.42,78.8,83,86,2.24,mist
272,Olyka,UA,50.72,25.81,57.0,98,100,7.0,overcast clouds
273,Sault Sainte Marie,CA,46.52,-84.33,44.6,65,1,4.7,clear sky
274,Severnoye,RU,56.35,78.36,40.8,98,100,4.43,light rain
275,Svetlyy,RU,54.67,20.13,48.2,93,63,6.71,broken clouds
276,Padang,ID,-0.95,100.35,80.91,73,100,2.89,very heavy rain
277,Villa Carlos Paz,AR,-31.42,-64.5,68.0,18,5,26.4,dust
278,Salamiyah,SY,35.01,37.05,63.07,53,0,7.45,clear sky
279,Anklam,DE,53.86,13.69,41.0,87,0,1.01,clear sky
280,Matay,EG,28.42,30.78,70.5,78,0,13.89,clear sky
281,Karlstad,SE,59.38,13.5,42.8,100,99,4.7,overcast clouds
282,Comodoro Rivadavia,AR,-45.87,-67.5,53.6,37,0,8.05,clear sky
283,Poole,GB,50.72,-2.0,50.0,87,1,1.99,clear sky
284,Cockburn Town,TC,21.46,-71.14,82.33,80,73,16.91,broken clouds
285,Astana,KZ,51.18,71.45,42.8,70,100,11.18,overcast clouds
286,Ihosy,MG,-22.4,46.12,68.23,79,11,2.01,few clouds
287,Mehamn,NO,71.04,27.85,46.62,92,99,14.0,overcast clouds
288,Bani Walid,LY,31.76,13.99,65.14,79,0,3.49,clear sky
289,Pilani,IN,28.37,75.6,84.87,17,0,1.21,clear sky
290,Kisangani,CD,0.52,25.2,68.52,92,67,0.87,broken clouds
291,Calabozo,VE,8.92,-67.43,75.04,93,100,3.09,overcast clouds
292,Mbuyapey,PY,-26.2,-56.75,62.58,60,2,4.07,clear sky
293,Pathalgaon,IN,22.57,83.47,78.4,83,100,5.06,overcast clouds
294,Mocuba,MZ,-16.84,36.99,73.38,77,86,3.11,overcast clouds
295,Luderitz,NA,-26.65,15.16,56.44,56,0,14.41,clear sky
296,Ghanzi,BW,-21.57,21.78,64.85,28,24,9.44,few clouds
297,Bandarbeyla,SO,9.49,50.81,77.13,74,58,4.16,broken clouds
298,Araouane,ML,18.9,-3.53,89.67,30,26,8.68,scattered clouds
299,Itarema,BR,-2.92,-39.92,75.99,89,7,9.04,clear sky
300,Boddam,GB,57.47,-1.78,50.0,87,97,16.11,overcast clouds
301,Los Llanos De Aridane,ES,28.66,-17.92,73.4,78,75,13.87,broken clouds
302,Osterholz-Scharmbeck,DE,53.23,8.8,42.01,100,75,3.36,broken clouds
303,Ishimbay,RU,53.45,56.04,39.11,69,100,6.51,overcast clouds
304,Bagan,RU,54.1,77.66,42.48,96,100,9.1,light rain
305,Kappeln,DE,54.66,9.93,46.4,81,36,11.18,scattered clouds
306,Yar-Sale,RU,66.83,70.83,36.75,97,100,10.69,overcast clouds
307,Fiumicino,IT,41.77,12.23,64.4,88,75,5.82,broken clouds
308,Lima,PE,-12.04,-77.03,62.6,82,40,13.87,scattered clouds
309,Loucovice,CZ,48.62,14.26,46.99,99,100,1.01,light rain
310,Barra Do Garcas,BR,-15.89,-52.26,81.61,34,36,3.09,scattered clouds
311,Talnakh,RU,69.49,88.4,19.4,92,75,13.42,broken clouds
312,Ciudad Guayana,VE,8.35,-62.65,75.45,88,84,5.03,broken clouds
313,Klaksvik,FO,62.23,-6.59,44.6,93,99,5.82,light rain
314,Camacupa,AO,-12.02,17.48,62.78,88,94,2.46,overcast clouds
315,Bolgatanga,GH,10.79,-0.85,75.07,78,100,7.25,light rain
316,Yarada,IN,17.65,83.27,82.4,83,75,5.82,mist
317,Benjamin Aceval,PY,-24.97,-57.57,78.8,31,87,5.82,overcast clouds
318,Vallentuna,SE,59.53,18.08,42.01,100,40,6.93,scattered clouds
319,Marsh Harbour,BS,26.54,-77.06,82.15,81,75,16.4,broken clouds
320,Polunochnoye,RU,60.87,60.42,44.42,90,100,5.53,overcast clouds
321,Saint Anthony,US,45.02,-93.22,57.0,54,1,4.7,clear sky
322,Sambava,MG,-14.27,50.17,74.73,89,42,8.81,scattered clouds
323,Bilma,NE,18.69,12.92,80.11,18,0,12.15,clear sky
324,Talcahuano,CL,-36.72,-73.12,51.8,81,0,11.41,clear sky
325,Oktyabrskoye,RU,43.06,44.74,39.2,100,64,6.71,broken clouds
326,Banki,IN,20.38,85.53,82.4,88,20,5.82,haze
327,Uige,AO,-7.61,15.06,65.43,91,100,1.86,overcast clouds
328,Udankudi,IN,8.43,78.02,84.2,70,40,5.82,scattered clouds
329,Dalvik,IS,65.97,-18.53,30.2,92,99,2.24,overcast clouds
330,Tortosa,ES,40.81,0.52,59.0,58,0,24.0,clear sky
331,Bereda,ES,43.27,-7.54,51.01,92,35,8.99,scattered clouds
332,Henties Bay,NA,-22.12,14.28,53.01,88,0,3.0,clear sky
333,Benguela,AO,-12.58,13.41,70.36,82,52,2.86,broken clouds
334,Maldonado,UY,-34.67,-54.92,48.2,93,20,11.41,few clouds
335,Korsakovo,RU,53.27,37.36,47.77,55,100,10.07,overcast clouds
336,Doha,QA,25.29,51.53,82.4,45,0,2.24,clear sky
337,Jalu,LY,29.03,21.55,63.32,65,0,5.28,clear sky
338,Fatsa,TR,41.03,37.5,68.0,82,40,1.36,scattered clouds
339,Vila Franca Do Campo,PT,37.72,-25.43,68.0,88,75,8.05,broken clouds
340,Mladenovac,RS,44.44,20.7,51.8,93,0,3.36,clear sky
341,Sidi Ali,DZ,36.1,0.42,65.77,85,98,3.96,overcast clouds
342,Moissala,TD,8.34,17.77,70.93,94,51,4.07,broken clouds
343,Volodarskiy,RU,46.4,48.54,48.2,61,0,13.42,clear sky
344,Shahr-E Babak,IR,30.12,55.12,43.65,50,0,3.0,clear sky
345,Krasnoselkup,RU,65.7,82.47,17.65,94,100,10.78,overcast clouds
346,Beyneu,KZ,45.32,55.2,41.63,66,0,10.67,clear sky
347,Shache,CN,38.42,77.24,55.83,37,100,14.92,overcast clouds
348,Beisfjord,NO,68.38,17.6,41.0,98,97,3.0,overcast clouds
349,Tarko-Sale,RU,64.92,77.78,28.38,95,100,13.78,overcast clouds
350,Buraydah,SA,26.33,43.98,62.6,36,0,5.82,clear sky
351,Olafsvik,IS,64.89,-23.71,45.34,78,100,29.26,heavy intensity rain
352,Paramonga,PE,-10.67,-77.83,62.44,83,1,5.53,clear sky
353,Malanje,AO,-9.54,16.34,62.83,93,100,2.62,overcast clouds
354,Marienburg,PL,54.04,19.03,43.0,100,79,5.66,broken clouds
355,Plymouth,US,41.83,-70.83,66.99,77,1,13.87,clear sky
356,Wanlaweyn,SO,2.62,44.89,78.35,77,99,7.56,overcast clouds
357,Kifri,IQ,34.7,44.97,69.44,25,0,10.27,clear sky
358,Bhadra,IN,29.12,75.17,84.11,17,0,2.8,clear sky
359,Gurupi,BR,-11.73,-49.07,73.96,80,100,14.2,light rain
360,Ancud,CL,-41.87,-73.82,45.0,93,7,6.93,clear sky
361,Mayachnyy,RU,52.68,55.69,38.39,67,100,3.94,overcast clouds
